OBJECTID,Boro,Type,Provider,Lat,Long_,Location_T,City
1872,MN,Free,BETA LinkNYC - Citybridge,40.779635,-73.953537,Outdoor Kiosk,New York
1873,MN,Free,BETA LinkNYC - Citybridge,40.780782,-73.9524,Outdoor Kiosk,New York
1874,MN,Free,BETA LinkNYC - Citybridge,40.781503,-73.952279,Outdoor Kiosk,New York
1875,MN,Free,BETA LinkNYC - Citybridge,40.782159,-73.951699,Outdoor Kiosk,New York
1876,MN,Free,BETA LinkNYC - Citybridge,40.782768,-73.951263,Outdoor Kiosk,New York
1877,MN,Free,BETA LinkNYC - Citybridge,40.783285,-73.950553,Outdoor Kiosk,New York
1878,MN,Free,BETA LinkNYC - Citybridge,40.784663,-73.949875,Outdoor Kiosk,New York
1879,MN,Free,BETA LinkNYC - Citybridge,40.785818,-73.949032,Outdoor Kiosk,New York
1880,MN,Free,BETA LinkNYC - Citybridge,40.787309,-73.947944,Outdoor Kiosk,New York
1881,MN,Free,BETA LinkNYC - Citybridge,40.789608,-73.946262,Outdoor Kiosk,New York
1882,MN,Free,BETA LinkNYC - Citybridge,40.790401,-73.945683,Outdoor Kiosk,New York
1883,MN,Free,BETA LinkNYC - Citybridge,40.790862,-73.945348,Outdoor Kiosk,New York
1884,MN,Free,BETA LinkNYC - Citybridge,40.791482,-73.944898,Outdoor Kiosk,New York
1885,MN,Free,BETA LinkNYC - Citybridge,40.791275,-73.944221,Outdoor Kiosk,New York
1886,MN,Free,BETA LinkNYC - Citybridge,40.792394,-73.944231,Outdoor Kiosk,New York
1887,MN,Free,BETA LinkNYC - Citybridge,40.792292,-73.943977,Outdoor Kiosk,New York
1888,MN,Free,BETA LinkNYC - Citybridge,40.793009,-73.943784,Outdoor Kiosk,New York
1889,MN,Free,BETA LinkNYC - Citybridge,40.794274,-73.942861,Outdoor Kiosk,New York
1890,MN,Free,BETA LinkNYC - Citybridge,40.794912,-73.942398,Outdoor Kiosk,New York
1891,MN,Free,BETA LinkNYC - Citybridge,40.797303,-73.940337,Outdoor Kiosk,New York
1892,MN,Free,BETA LinkNYC - Citybridge,40.797836,-73.940258,Outdoor Kiosk,New York
1893,MN,Free,BETA LinkNYC - Citybridge,40.797709,-73.940035,Outdoor Kiosk,New York
1894,MN,Free,BETA LinkNYC - Citybridge,40.798156,-73.940174,Outdoor Kiosk,New York
1895,MN,Free,BETA LinkNYC - Citybridge,40.801528,-73.937249,Outdoor Kiosk,New York
1896,MN,Free,BETA LinkNYC - Citybridge,40.801899,-73.93729,Outdoor Kiosk,New York
1897,MN,Free,BETA LinkNYC - Citybridge,40.802663,-73.93672,Outdoor Kiosk,New York
1898,MN,Free,BETA LinkNYC - Citybridge,40.80287,-73.93627,Outdoor Kiosk,New York
1899,MN,Free,BETA LinkNYC - Citybridge,40.803517,-73.93611,Outdoor Kiosk,New York
1900,MN,Free,BETA LinkNYC - Citybridge,40.803731,-73.936139,Outdoor Kiosk,New York
1901,MN,Free,BETA LinkNYC - Citybridge,40.765881,-73.963586,Outdoor Kiosk,New York
